timestamp,00:03:52:8B:24:C0,00:03:52:8B:53:F4,00:03:52:8B:53:F3,00:03:52:8B:53:F2,00:03:52:8B:53:F1,00:03:52:8B:53:F0,00:80:48:51:E8:52,1E:A1:E7:08:C2:B8,00:03:52:8B:2C:E0,00:03:52:8B:2C:E3,00:03:52:8B:2C:E2,00:03:52:8B:2C:E4,00:03:52:94:5D:81,00:03:52:94:5D:80,00:03:52:94:5D:83,00:03:52:94:5D:82,00:03:52:94:5D:84,00:1B:63:2D:5E:F9,00:03:52:8B:8B:61,00:03:52:8B:8B:60,00:03:52:8B:8B:63,00:03:52:8B:8B:62,00:03:52:8B:8B:64,00:1E:E5:F7:29:DF,00:03:52:8B:85:04,00:03:52:8B:85:02,00:03:52:8B:85:03,00:03:52:8B:85:00,00:03:52:8B:85:01,00:03:52:8B:87:24,00:03:52:8B:87:22,00:03:52:8B:87:23,00:03:52:8B:87:20,00:03:52:8B:87:21,00:24:7B:10:EE:60,26:AB:81:D1:88:73,00:03:52:8B:2E:A4,00:03:52:8B:2E:A3,00:03:52:8B:2E:A2,00:03:52:8B:2E:A1,00:03:52:8B:2E:A0,00:A0:F8:C3:BF:5A,00:03:52:8A:E8:72,00:03:52:8B:8D:12,00:03:52:8B:8D:13,00:03:52:8B:8D:10,00:03:52:8B:8D:11,00:03:52:8B:8D:14,00:03:52:8B:8C:E3,00:03:52:8B:8C:E2,00:03:52:8B:8C:E1,00:03:52:8B:8C:E0,00:A0:F8:DD:17:2A,00:03:52:8B:8C:E4,5C:0E:8B:13:40:E0,00:03:52:8B:37:61,00:03:52:8B:37:60,00:03:52:8B:37:63,00:03:52:8B:37:62,00:03:52:8B:37:64,00:A0:F8:C3:BD:75,00:03:52:8B:2C:E1,00:03:52:8B:24:C4,00:03:52:8B:24:C2,00:03:52:8B:24:C3,00:1A:70:F0:9C:4F,00:03:52:8B:24:C1,00:03:52:8B:2A:62,00:03:52:8B:2A:63,00:03:52:8B:2A:60,00:03:52:8B:2A:61,00:03:52:8B:2A:64,40:4A:03:DE:74:A0,00:03:52:8B:87:54,00:03:52:8B:87:53,00:03:52:8B:87:52,00:03:52:8B:87:51,00:03:52:8B:87:50,00:80:48:51:E8:74,00:24:01:E0:D1:7D,00:03:52:8F:73:04,00:03:52:8F:73:03,00:03:52:8F:73:02,00:03:52:8F:73:01,00:03:52:8F:73:00,00:03:52:8B:5F:60,00:03:52:8B:5F:61,00:03:52:8B:5F:62,00:03:52:8B:5F:63,00:03:52:8B:5F:64,00:03:52:8A:E8:70,00:03:52:8A:E8:71,00:03:52:8B:29:40,00:03:52:8B:29:41,00:03:52:8B:29:42,00:03:52:8B:29:43,00:03:52:8B:29:44,5C:0E:8B:13:B7:40,00:1E:E5:F6:F6:ED
522,-95,-95,-95,-95,-95,-95,-95,-95,-66,-61,-66,-61,-78,-95,-95,-95,-95,-61,-67,-71,-64,-64,-66,-86,-95,-95,-95,-95,-95,-78,-78,-77,-79,-77,-95,-95,-57,-57,-60,-59,-45,-95,-63,-78,-85,-95,-78,-81,-95,-95,-95,-58,-95,-95,-95,-95,-95,-95,-95,-95,-95,-68,-95,-88,-95,-95,-95,-78,-74,-75,-95,-79,-73,-95,-95,-95,-95,-57,-95,-87,-95,-95,-95,-95,-56,-95,-95,-95,-95,-95,-63,-60,-95,-95,-95,-95,-95,-81,-72
716,-87,-95,-95,-95,-95,-95,-65,-75,-95,-95,-95,-95,-86,-85,-85,-84,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-67,-95,-81,-76,-74,-79,-77,-95,-84,-95,-95,-95,-95,-95,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-82,-95,-95,-72,-95,-95,-95,-95,-95,-95,-95,-80,-82,-83,-84,-81,-90,-66,-64,-66,-65,-95,-95,-95,-95,-95,-95,-44,-95,-95,-95,-95,-95,-95,-56,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
758,-86,-95,-95,-95,-95,-95,-32,-89,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-87,-95,-95,-88,-95,-89,-88,-87,-90,-89,-95,-55,-95,-95,-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-88,-95,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-88,-95,-87,-88,-89,-88,-89,-95,-95,-95,-95,-95,-95,-57,-95,-95,-95,-95,-95,-95,-70,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
677,-49,-95,-95,-95,-95,-95,-85,-82,-95,-95,-95,-95,-95,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-47,-47,-47,-50,-48,-74,-73,-74,-77,-75,-95,-95,-95,-95,-95,-95,-95,-95,-95,-84,-84,-86,-84,-84,-86,-84,-84,-87,-95,-86,-89,-95,-95,-95,-95,-95,-95,-95,-60,-61,-60,-62,-60,-84,-75,-79,-84,-73,-89,-95,-95,-95,-95,-95,-64,-95,-95,-76,-76,-95,-80,-89,-90,-95,-89,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
713,-87,-95,-95,-95,-95,-95,-72,-88,-95,-95,-95,-95,-87,-86,-87,-87,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-65,-95,-81,-80,-79,-73,-77,-95,-81,-95,-95,-95,-95,-95,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-92,-95,-95,-95,-95,-95,-95,-95,-80,-82,-83,-68,-81,-65,-68,-65,-67,-64,-95,-95,-95,-95,-95,-95,-32,-95,-95,-95,-95,-95,-95,-62,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
673,-60,-95,-95,-95,-95,-95,-85,-83,-95,-95,-95,-95,-95,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-57,-64,-64,-44,-65,-83,-83,-83,-83,-81,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-87,-84,-86,-86,-86,-84,-84,-87,-95,-86,-89,-95,-95,-95,-95,-95,-95,-95,-60,-61,-60,-87,-60,-84,-84,-81,-84,-80,-77,-95,-95,-95,-95,-95,-64,-95,-95,-76,-76,-95,-95,-39,-90,-95,-89,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
120,-93,-95,-95,-95,-95,-95,-49,-89,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-80,-95,-95,-95,-95,-82,-82,-82,-95,-81,-92,-70,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95,-92,-91,-95,-78,-91,-82,-85,-84,-82,-83,-95,-95,-95,-95,-95,-95,-56,-95,-95,-95,-95,-95,-95,-69,-77,-75,-74,-74,-95,-95,-95,-95,-95,-95,-86,-95,-95
651,-49,-95,-95,-95,-95,-95,-95,-90,-95,-95,-95,-95,-82,-82,-83,-82,-81,-95,-95,-95,-95,-95,-95,-95,-92,-93,-71,-66,-66,-89,-95,-95,-95,-95,-88,-95,-88,-84,-86,-88,-95,-95,-95,-95,-95,-84,-95,-91,-95,-95,-95,-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-60,-95,-91,-91,-91,-90,-90,-74,-95,-95,-95,-95,-95,-77,-95,-59,-60,-60,-59,-63,-61,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-91,-95
124,-95,-88,-86,-88,-87,-82,-52,-85,-95,-95,-95,-95,-88,-89,-87,-88,-89,-95,-95,-95,-95,-95,-95,-95,-89,-90,-95,-95,-95,-87,-86,-87,-95,-87,-95,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-86,-95,-80,-95,-95,-79,-95,-82,-85,-82,-82,-83,-95,-95,-95,-95,-95,-95,-82,-95,-95,-95,-95,-95,-95,-66,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95
264,-73,-95,-95,-95,-95,-95,-95,-95,-79,-89,-88,-89,-95,-95,-89,-88,-89,-80,-77,-76,-78,-75,-75,-82,-95,-95,-95,-95,-95,-95,-86,-84,-78,-95,-95,-95,-95,-95,-95,-95,-57,-95,-73,-80,-80,-71,-80,-80,-67,-66,-70,-64,-95,-67,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-84,-82,-84,-89,-53,-70,-70,-72,-73,-73,-95,-95,-45,-45,-45,-45,-47,-95,-95,-95,-95,-95,-75,-73,-95,-95,-95,-95,-95,-95,-95
606,-73,-95,-95,-95,-95,-95,-95,-95,-83,-84,-82,-85,-87,-95,-88,-95,-88,-79,-76,-83,-78,-78,-78,-86,-95,-95,-95,-95,-95,-95,-95,-95,-66,-94,-95,-95,-71,-73,-74,-74,-72,-95,-75,-95,-95,-88,-95,-95,-69,-64,-69,-67,-95,-65,-95,-95,-95,-95,-95,-95,-95,-88,-74,-75,-72,-95,-74,-82,-82,-73,-81,-83,-61,-95,-95,-95,-95,-76,-95,-88,-40,-40,-40,-40,-39,-95,-95,-95,-95,-95,-76,-75,-95,-95,-95,-95,-95,-95,-95
268,-73,-95,-95,-95,-95,-95,-95,-95,-80,-79,-77,-79,-95,-95,-89,-88,-89,-77,-77,-76,-78,-75,-75,-76,-95,-95,-95,-95,-95,-85,-86,-84,-78,-95,-95,-95,-95,-95,-95,-95,-66,-95,-73,-80,-80,-71,-80,-80,-67,-66,-70,-61,-95,-67,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-80,-81,-80,-77,-89,-55,-70,-70,-72,-73,-73,-95,-82,-45,-45,-45,-45,-69,-95,-95,-95,-95,-95,-76,-73,-95,-95,-95,-95,-95,-95,-95
423,-88,-95,-95,-95,-95,-95,-95,-95,-82,-81,-79,-77,-95,-95,-95,-95,-95,-72,-67,-73,-67,-67,-65,-89,-95,-95,-95,-95,-95,-74,-74,-83,-71,-83,-95,-95,-95,-95,-95,-95,-72,-95,-68,-89,-89,-88,-89,-89,-95,-95,-95,-60,-95,-95,-95,-95,-95,-95,-95,-95,-95,-75,-95,-95,-95,-95,-95,-88,-95,-60,-87,-95,-61,-95,-95,-95,-95,-72,-95,-89,-95,-95,-95,-95,-43,-95,-95,-95,-95,-95,-69,-68,-95,-95,-95,-95,-95,-95,-72
59,-84,-95,-95,-95,-95,-95,-75,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-65,-66,-66,-90,-65,-81,-74,-81,-82,-75,-95,-83,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-87,-86,-87,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-86,-84,-82,-42,-82,-95,-80,-74,-95,-95,-83,-95,-95,-95,-95,-95,-53,-95,-95,-95,-95,-95,-95,-47,-95,-95,-46,-48,-95,-95,-95,-95,-95,-95,-95,-91,-95
55,-75,-95,-95,-95,-95,-95,-75,-79,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-65,-62,-66,-66,-62,-74,-74,-74,-73,-75,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-87,-86,-87,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-86,-84,-82,-41,-82,-70,-74,-73,-95,-95,-83,-95,-95,-95,-95,-95,-56,-95,-95,-95,-95,-95,-95,-45,-95,-95,-46,-48,-95,-95,-95,-95,-95,-95,-95,-91,-95
619,-70,-95,-95,-95,-95,-95,-95,-95,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-89,-95,-95,-95,-95,-88,-95,-95,-88,-95,-95,-95,-95,-75,-95,-95,-95,-76,-75,-75,-77,-77,-95,-83,-95,-95,-71,-95,-95,-88,-70,-95,-80,-95,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-81,-95,-89,-86,-83,-86,-87,-42,-87,-87,-87,-86,-88,-95,-95,-95,-95,-95,-95,-43,-89,-95,-95,-88,-90,-86,-87,-95,-95,-95,-95,-95,-87,-95
52,-87,-95,-95,-95,-95,-95,-75,-76,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-54,-54,-54,-58,-53,-71,-86,-86,-72,-71,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-87,-86,-87,-95,-84,-95,-95,-95,-95,-95,-95,-95,-95,-86,-84,-82,-53,-82,-70,-74,-62,-95,-95,-83,-95,-95,-95,-95,-95,-60,-95,-95,-95,-95,-95,-95,-43,-95,-95,-46,-48,-95,-95,-95,-95,-95,-95,-95,-91,-95
534,-88,-95,-95,-95,-95,-95,-95,-95,-62,-64,-62,-78,-78,-95,-95,-95,-95,-66,-67,-73,-64,-64,-66,-78,-95,-95,-95,-95,-95,-73,-72,-74,-72,-74,-95,-95,-79,-95,-34,-34,-56,-95,-63,-95,-95,-95,-95,-95,-95,-95,-95,-64,-95,-95,-95,-95,-95,-95,-95,-95,-95,-65,-88,-87,-88,-95,-88,-72,-72,-75,-70,-72,-68,-64,-64,-64,-65,-66,-95,-88,-54,-54,-54,-51,-51,-95,-95,-95,-95,-95,-58,-58,-95,-95,-95,-95,-95,-95,-87
413,-95,-95,-95,-95,-95,-95,-95,-95,-88,-88,-87,-74,-95,-95,-95,-95,-95,-85,-76,-74,-73,-73,-76,-79,-95,-95,-95,-95,-95,-87,-88,-87,-81,-87,-95,-95,-95,-95,-73,-68,-66,-95,-67,-89,-95,-90,-95,-95,-95,-95,-95,-49,-95,-95,-95,-95,-95,-95,-95,-95,-95,-87,-95,-95,-95,-95,-95,-88,-89,-82,-87,-87,-72,-95,-95,-95,-95,-74,-95,-95,-95,-95,-95,-95,-53,-95,-95,-95,-95,-95,-65,-61,-95,-95,-95,-95,-95,-84,-87
296,-95,-95,-95,-95,-95,-95,-95,-88,-75,-72,-72,-72,-95,-95,-95,-95,-95,-60,-71,-64,-68,-68,-70,-79,-90,-95,-95,-91,-95,-65,-65,-61,-63,-65,-95,-95,-67,-95,-66,-64,-65,-95,-60,-95,-95,-95,-95,-95,-68,-68,-84,-69,-95,-70,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-95,-95,-95,-65,-92,-64,-91,-65,-95,-58,-69,-69,-67,-67,-95,-82,-58,-55,-59,-58,-60,-95,-95,-95,-95,-95,-65,-60,-95,-95,-95,-95,-95,-87,-68
373,-95,-95,-95,-95,-95,-95,-95,-95,-56,-57,-57,-57,-95,-95,-95,-95,-95,-72,-95,-70,-95,-95,-95,-68,-95,-95,-95,-95,-95,-84,-82,-84,-88,-95,-95,-95,-71,-95,-95,-95,-53,-95,-95,-89,-88,-88,-95,-88,-72,-73,-73,-76,-95,-75,-95,-95,-95,-95,-95,-95,-95,-59,-95,-95,-95,-89,-95,-90,-86,-86,-81,-90,-95,-95,-95,-95,-95,-74,-95,-88,-52,-52,-52,-54,-52,-95,-95,-95,-95,-95,-57,-92,-95,-95,-95,-95,-95,-95,-88
826,-80,-95,-95,-95,-95,-95,-76,-72,-95,-95,-95,-95,-87,-87,-86,-87,-87,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-49,-95,-62,-61,-61,-64,-62,-95,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-70,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-55,-95,-69,-90,-65,-95,-92,-92,-95,-95,-95,-95,-95,-67,-95,-95,-95,-95,-95,-95,-52,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
598,-80,-95,-95,-95,-95,-95,-95,-95,-79,-85,-82,-85,-87,-95,-88,-88,-88,-71,-76,-83,-78,-78,-78,-91,-95,-95,-95,-95,-95,-95,-95,-95,-70,-95,-95,-95,-95,-95,-95,-95,-72,-95,-95,-78,-78,-86,-78,-79,-63,-61,-62,-62,-95,-63,-95,-95,-95,-95,-95,-95,-95,-88,-88,-81,-80,-95,-78,-84,-81,-80,-84,-83,-60,-67,-64,-64,-66,-76,-95,-88,-40,-38,-40,-40,-40,-89,-95,-90,-88,-89,-80,-95,-95,-95,-95,-95,-95,-95,-81
293,-95,-95,-95,-95,-95,-95,-95,-88,-77,-76,-76,-77,-95,-95,-95,-95,-95,-59,-71,-57,-68,-68,-70,-65,-95,-95,-95,-91,-95,-87,-68,-68,-67,-72,-95,-95,-95,-95,-95,-95,-65,-95,-69,-95,-95,-95,-95,-95,-68,-68,-84,-70,-95,-70,-95,-95,-95,-95,-95,-95,-95,-77,-95,-95,-95,-95,-95,-65,-62,-89,-63,-64,-95,-58,-69,-69,-67,-59,-95,-85,-58,-55,-59,-58,-58,-95,-95,-95,-95,-95,-73,-69,-95,-95,-95,-95,-95,-87,-68
377,-95,-95,-95,-95,-95,-95,-95,-95,-76,-74,-75,-77,-86,-86,-86,-86,-86,-73,-69,-71,-69,-69,-69,-80,-95,-95,-95,-95,-95,-87,-82,-89,-81,-95,-95,-95,-71,-95,-95,-95,-62,-95,-95,-89,-88,-88,-95,-88,-72,-73,-73,-61,-95,-75,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-89,-95,-71,-86,-73,-71,-89,-66,-69,-69,-95,-95,-71,-95,-88,-52,-52,-52,-54,-89,-95,-95,-95,-95,-95,-55,-92,-95,-95,-95,-95,-95,-95,-88
291,-95,-95,-95,-95,-95,-95,-95,-88,-77,-76,-77,-79,-95,-95,-95,-95,-95,-61,-71,-61,-68,-68,-70,-66,-95,-95,-95,-95,-95,-87,-68,-68,-64,-72,-95,-95,-95,-95,-95,-95,-69,-95,-69,-95,-95,-74,-95,-95,-68,-68,-68,-64,-95,-68,-95,-95,-95,-95,-95,-95,-95,-78,-95,-95,-95,-95,-95,-68,-82,-66,-65,-67,-66,-58,-60,-63,-63,-63,-95,-78,-58,-55,-55,-58,-57,-95,-95,-95,-95,-95,-62,-67,-95,-95,-95,-95,-95,-89,-68
594,-78,-95,-95,-95,-95,-95,-95,-95,-73,-79,-80,-76,-89,-95,-88,-88,-90,-64,-71,-73,-70,-70,-72,-87,-95,-95,-95,-95,-95,-95,-95,-95,-70,-95,-95,-95,-95,-95,-95,-95,-65,-95,-95,-78,-78,-79,-78,-79,-84,-84,-55,-53,-95,-84,-95,-95,-95,-95,-95,-95,-95,-86,-95,-86,-95,-95,-79,-67,-78,-70,-67,-77,-61,-67,-64,-64,-66,-70,-95,-86,-40,-40,-35,-40,-39,-89,-95,-90,-88,-89,-64,-95,-95,-95,-95,-95,-95,-95,-81
194,-68,-95,-95,-95,-95,-95,-81,-89,-95,-95,-95,-95,-71,-73,-71,-71,-69,-95,-95,-95,-95,-95,-95,-95,-50,-48,-53,-45,-50,-80,-81,-80,-81,-78,-95,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-79,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-61,-61,-65,-55,-95,-71,-71,-75,-70,-70,-68,-95,-95,-95,-95,-95,-67,-95,-83,-83,-79,-81,-83,-52,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
197,-54,-95,-95,-95,-95,-95,-81,-79,-95,-95,-95,-95,-71,-70,-71,-71,-69,-95,-95,-95,-95,-95,-95,-95,-49,-46,-48,-49,-48,-80,-83,-80,-81,-78,-95,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-75,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-61,-61,-65,-52,-95,-71,-89,-88,-70,-70,-78,-95,-95,-95,-95,-95,-67,-95,-83,-83,-79,-81,-83,-52,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
317,-95,-95,-95,-95,-95,-95,-95,-89,-82,-80,-80,-93,-95,-95,-95,-95,-95,-66,-66,-64,-64,-64,-66,-60,-95,-95,-95,-95,-95,-58,-58,-58,-58,-60,-95,-95,-77,-80,-77,-78,-80,-95,-79,-61,-61,-62,-61,-61,-63,-65,-95,-67,-95,-65,-95,-95,-95,-95,-95,-95,-95,-80,-95,-95,-95,-95,-95,-84,-87,-63,-60,-90,-82,-69,-66,-69,-67,-68,-95,-95,-66,-66,-64,-63,-68,-95,-95,-95,-95,-95,-74,-75,-95,-95,-95,-95,-95,-95,-66
190,-95,-95,-95,-95,-95,-95,-87,-75,-95,-95,-95,-95,-95,-65,-95,-95,-81,-95,-95,-95,-95,-95,-95,-95,-40,-39,-41,-42,-14,-79,-82,-79,-79,-90,-95,-90,-95,-95,-95,-95,-95,-95,-95,-95,-95,-79,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-61,-61,-65,-53,-95,-91,-85,-68,-57,-62,-84,-95,-95,-95,-95,-95,-61,-95,-83,-83,-79,-81,-83,-47,-53,-51,-51,-51,-95,-95,-95,-95,-95,-95,-95,-95,-95
702,-83,-95,-95,-95,-95,-95,-72,-81,-95,-95,-95,-95,-82,-83,-82,-82,-84,-95,-95,-95,-95,-95,-95,-95,-52,-52,-52,-59,-50,-80,-81,-82,-80,-70,-95,-84,-95,-95,-95,-95,-95,-95,-95,-89,-89,-90,-89,-87,-95,-95,-95,-95,-95,-95,-78,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-51,-95,-74,-77,-74,-76,-76,-95,-95,-95,-95,-95,-95,-55,-95,-95,-95,-95,-95,-95,-44,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
272,-95,-95,-95,-95,-95,-95,-95,-95,-72,-85,-85,-88,-95,-95,-89,-88,-89,-70,-77,-76,-78,-75,-75,-84,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-61,-95,-78,-95,-95,-95,-95,-83,-95,-95,-95,-58,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-84,-75,-81,-83,-83,-55,-70,-70,-72,-73,-68,-95,-82,-45,-45,-45,-45,-69,-95,-95,-95,-95,-95,-69,-80,-95,-95,-95,-95,-95,-95,-95
116,-93,-95,-95,-95,-95,-95,-47,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-92,-67,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-88,-95,-95,-95,-95,-95,-95,-95,-92,-91,-95,-81,-91,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-72,-77,-75,-74,-74,-95,-95,-95,-95,-95,-95,-95,-95,-95
113,-93,-95,-95,-95,-95,-95,-37,-87,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-91,-95,-95,-95,-95,-95,-95,-95,-92,-58,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-92,-91,-95,-85,-91,-95,-95,-80,-95,-95,-95,-95,-95,-95,-95,-95,-65,-95,-95,-95,-95,-95,-95,-75,-77,-75,-74,-74,-95,-95,-95,-95,-95,-95,-95,-95,-95
277,-95,-95,-95,-95,-95,-95,-95,-95,-72,-85,-85,-88,-95,-95,-95,-95,-95,-68,-95,-70,-95,-95,-95,-79,-95,-95,-95,-95,-95,-75,-74,-75,-95,-75,-95,-95,-95,-95,-95,-95,-65,-95,-78,-95,-95,-95,-95,-83,-95,-95,-95,-58,-95,-95,-95,-95,-95,-95,-95,-95,-95,-76,-95,-95,-95,-95,-95,-84,-74,-72,-75,-83,-55,-70,-70,-95,-95,-67,-95,-86,-95,-95,-95,-95,-53,-95,-95,-95,-95,-95,-69,-80,-95,-95,-95,-95,-95,-95,-74
80,-87,-95,-95,-95,-95,-95,-66,-84,-95,-95,-95,-95,-80,-78,-78,-82,-82,-84,-95,-95,-95,-95,-95,-95,-69,-65,-78,-69,-67,-78,-79,-79,-80,-79,-95,-73,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-81,-78,-80,-77,-95,-78,-68,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-80,-95,-69,-72,-72,-72,-74,-95,-95,-95,-95,-95,-95,-52,-95,-95,-95,-95,-95,-95,-64,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
84,-87,-92,-95,-95,-95,-95,-64,-80,-95,-95,-95,-95,-78,-81,-81,-78,-78,-87,-95,-95,-95,-95,-95,-95,-77,-79,-95,-82,-80,-78,-87,-88,-82,-87,-95,-79,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-84,-82,-82,-80,-95,-84,-66,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-75,-95,-69,-86,-72,-83,-80,-95,-95,-95,-95,-95,-95,-87,-95,-95,-95,-95,-95,-95,-58,-95,-95,-95,-95,-95,-95,-90,-89,-88,-95,-95,-95,-95
833,-81,-95,-95,-95,-95,-95,-79,-88,-95,-95,-95,-95,-77,-77,-79,-77,-78,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-41,-95,-61,-61,-61,-63,-62,-95,-84,-95,-95,-95,-95,-95,-95,-95,-86,-78,-82,-82,-86,-95,-95,-95,-95,-95,-95,-86,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-60,-95,-69,-67,-73,-67,-68,-95,-95,-95,-95,-95,-95,-64,-95,-95,-95,-95,-95,-95,-60,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95,-95
