id,d1,d2,d3,d4,d5
177,0.000000000000000000e+00,-4.000000000000000000e+00,-6.200000000000000178e+00,-7.500000000000000000e+00,-5.099999999999999645e+00
178,0.000000000000000000e+00,-4.700000000000000178e+00,-6.700000000000000178e+00,-6.500000000000000000e+00,-5.799999999999999822e+00
179,0.000000000000000000e+00,-2.799999999999999822e+00,-6.000000000000000000e+00,-7.299999999999999822e+00,-6.500000000000000000e+00
180,0.000000000000000000e+00,-3.700000000000000178e+00,-5.599999999999999645e+00,-8.500000000000000000e+00,-7.099999999999999645e+00
181,0.000000000000000000e+00,-4.500000000000000000e+00,-5.299999999999999822e+00,-5.700000000000000178e+00,-5.599999999999999645e+00
182,0.000000000000000000e+00,-3.000000000000000000e+00,-6.500000000000000000e+00,-5.799999999999999822e+00,-6.599999999999999645e+00
183,0.000000000000000000e+00,-3.799999999999999822e+00,-6.400000000000000355e+00,-5.400000000000000355e+00,-5.299999999999999822e+00
184,0.000000000000000000e+00,-2.899999999999999911e+00,-7.299999999999999822e+00,-6.799999999999999822e+00,-5.200000000000000178e+00
185,0.000000000000000000e+00,-2.100000000000000089e+00,-4.099999999999999645e+00,-5.400000000000000355e+00,-5.299999999999999822e+00
186,0.000000000000000000e+00,-1.300000000000000044e+00,-2.399999999999999911e+00,-5.500000000000000000e+00,-5.299999999999999822e+00
187,0.000000000000000000e+00,-2.200000000000000178e+00,-1.800000000000000044e+00,-4.799999999999999822e+00,-5.700000000000000178e+00
188,0.000000000000000000e+00,-1.600000000000000089e+00,-5.599999999999999645e+00,-3.799999999999999822e+00,-3.799999999999999822e+00
189,0.000000000000000000e+00,-2.000000000000000000e+00,-3.899999999999999911e+00,-4.599999999999999645e+00,-4.500000000000000000e+00
190,0.000000000000000000e+00,-2.600000000000000089e+00,-5.500000000000000000e+00,-5.000000000000000000e+00,-4.700000000000000178e+00
191,0.000000000000000000e+00,-2.600000000000000089e+00,-4.799999999999999822e+00,-4.299999999999999822e+00,-5.900000000000000355e+00
192,0.000000000000000000e+00,-3.299999999999999822e+00,-7.299999999999999822e+00,-6.000000000000000000e+00,-5.000000000000000000e+00
193,0.000000000000000000e+00,-1.100000000000000089e+00,-4.200000000000000178e+00,-5.799999999999999822e+00,-5.799999999999999822e+00
194,0.000000000000000000e+00,-2.299999999999999822e+00,-6.400000000000000355e+00,-5.900000000000000355e+00,-4.099999999999999645e+00
195,0.000000000000000000e+00,-4.000000000000000000e+00,-3.799999999999999822e+00,-5.700000000000000178e+00,-5.799999999999999822e+00
196,0.000000000000000000e+00,-2.200000000000000178e+00,-4.900000000000000355e+00,-6.500000000000000000e+00,-2.999999999999999889e-01
197,0.000000000000000000e+00,-2.000000000000000111e-01,-5.000000000000000000e+00,-5.500000000000000000e+00,-3.299999999999999822e+00
198,0.000000000000000000e+00,-4.599999999999999645e+00,-4.900000000000000355e+00,-4.200000000000000178e+00,-9.000000000000000222e-01
199,0.000000000000000000e+00,-6.900000000000000355e+00,-5.000000000000000000e+00,-5.900000000000000355e+00,-1.600000000000000089e+00
200,0.000000000000000000e+00,-4.599999999999999645e+00,-4.700000000000000178e+00,-5.000000000000000000e+00,-1.800000000000000044e+00
201,0.000000000000000000e+00,-5.500000000000000000e+00,-5.200000000000000178e+00,-5.299999999999999822e+00,-3.100000000000000089e+00
202,0.000000000000000000e+00,-6.700000000000000178e+00,-5.099999999999999645e+00,-6.599999999999999645e+00,-2.799999999999999822e+00
203,0.000000000000000000e+00,-6.000000000000000000e+00,-7.299999999999999822e+00,-6.400000000000000355e+00,-2.600000000000000089e+00
204,0.000000000000000000e+00,-6.299999999999999822e+00,-6.299999999999999822e+00,-6.099999999999999645e+00,-2.700000000000000178e+00
205,0.000000000000000000e+00,-5.500000000000000000e+00,-4.900000000000000355e+00,-5.599999999999999645e+00,-4.299999999999999822e+00
206,0.000000000000000000e+00,-4.200000000000000178e+00,-5.799999999999999822e+00,-6.599999999999999645e+00,-3.299999999999999822e+00
207,0.000000000000000000e+00,-4.400000000000000355e+00,-4.400000000000000355e+00,-5.900000000000000355e+00,-3.500000000000000000e+00
208,0.000000000000000000e+00,-5.400000000000000355e+00,-4.000000000000000000e+00,-4.700000000000000178e+00,-2.700000000000000178e+00
209,0.000000000000000000e+00,-4.799999999999999822e+00,-5.500000000000000000e+00,-4.099999999999999645e+00,-2.700000000000000178e+00
210,0.000000000000000000e+00,-3.799999999999999822e+00,-3.100000000000000089e+00,-2.799999999999999822e+00,-2.700000000000000178e+00
211,0.000000000000000000e+00,-4.400000000000000355e+00,-3.799999999999999822e+00,-3.899999999999999911e+00,-2.299999999999999822e+00
212,0.000000000000000000e+00,-1.699999999999999956e+00,-1.600000000000000089e+00,-4.400000000000000355e+00,-5.000000000000000000e-01
213,0.000000000000000000e+00,-3.200000000000000178e+00,-3.399999999999999911e+00,-1.699999999999999956e+00,-1.899999999999999911e+00
214,0.000000000000000000e+00,-2.000000000000000000e+00,-2.299999999999999822e+00,-3.700000000000000178e+00,-1.000000000000000000e+00
215,0.000000000000000000e+00,-1.899999999999999911e+00,-2.500000000000000000e+00,-3.100000000000000089e+00,-9.000000000000000222e-01
216,0.000000000000000000e+00,-2.799999999999999822e+00,-1.199999999999999956e+00,-2.299999999999999822e+00,-1.399999999999999911e+00
217,0.000000000000000000e+00,-1.199999999999999956e+00,-9.000000000000000222e-01,-5.000000000000000000e-01,-1.000000000000000056e-01
218,0.000000000000000000e+00,-6.999999999999999556e-01,-8.000000000000000444e-01,-1.199999999999999956e+00,-2.399999999999999911e+00
219,0.000000000000000000e+00,-1.300000000000000044e+00,-2.399999999999999911e+00,-3.399999999999999911e+00,-2.200000000000000178e+00
220,0.000000000000000000e+00,-1.000000000000000056e-01,-2.000000000000000111e-01,-4.000000000000000222e-01,-8.000000000000000444e-01
221,0.000000000000000000e+00,-1.899999999999999911e+00,-2.299999999999999822e+00,-2.600000000000000089e+00,-2.000000000000000000e+00
222,0.000000000000000000e+00,-5.000000000000000000e-01,-9.000000000000000222e-01,-1.000000000000000000e+00,-1.199999999999999956e+00
223,0.000000000000000000e+00,-1.100000000000000089e+00,-2.600000000000000089e+00,-3.500000000000000000e+00,-1.100000000000000089e+00
224,0.000000000000000000e+00,-3.399999999999999911e+00,-3.000000000000000000e+00,-1.899999999999999911e+00,-1.899999999999999911e+00
225,0.000000000000000000e+00,-2.500000000000000000e+00,-2.600000000000000089e+00,-1.500000000000000000e+00,-2.100000000000000089e+00
226,0.000000000000000000e+00,-4.200000000000000178e+00,-3.899999999999999911e+00,-2.100000000000000089e+00,-1.800000000000000044e+00
227,0.000000000000000000e+00,-1.699999999999999956e+00,-2.600000000000000089e+00,-1.199999999999999956e+00,-2.799999999999999822e+00
228,0.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000056e-01,-2.000000000000000000e+00,-6.999999999999999556e-01
229,0.000000000000000000e+00,-1.899999999999999911e+00,-1.800000000000000044e+00,-2.000000000000000111e-01,-2.799999999999999822e+00
230,0.000000000000000000e+00,-2.899999999999999911e+00,-9.000000000000000222e-01,-3.100000000000000089e+00,-1.600000000000000089e+00
231,0.000000000000000000e+00,-1.399999999999999911e+00,-1.199999999999999956e+00,-1.699999999999999956e+00,-2.000000000000000000e+00
232,0.000000000000000000e+00,-9.000000000000000222e-01,-1.500000000000000000e+00,-8.000000000000000444e-01,-2.299999999999999822e+00
233,0.000000000000000000e+00,-2.600000000000000089e+00,-5.000000000000000000e-01,-9.000000000000000222e-01,-1.399999999999999911e+00
234,0.000000000000000000e+00,-2.200000000000000178e+00,-1.000000000000000000e+00,-2.000000000000000000e+00,-3.899999999999999911e+00
235,0.000000000000000000e+00,-5.000000000000000000e-01,-1.399999999999999911e+00,-5.000000000000000000e-01,-1.300000000000000044e+00
236,0.000000000000000000e+00,-1.399999999999999911e+00,-1.000000000000000056e-01,-2.000000000000000111e-01,-2.000000000000000111e-01
237,0.000000000000000000e+00,-1.899999999999999911e+00,-9.000000000000000222e-01,-3.700000000000000178e+00,-3.000000000000000000e+00
238,0.000000000000000000e+00,-8.000000000000000444e-01,-3.000000000000000000e+00,-3.399999999999999911e+00,-2.399999999999999911e+00
239,0.000000000000000000e+00,-1.399999999999999911e+00,-2.899999999999999911e+00,-2.600000000000000089e+00,-1.600000000000000089e+00
240,0.000000000000000000e+00,-2.399999999999999911e+00,-4.700000000000000178e+00,-2.399999999999999911e+00,-2.600000000000000089e+00
241,0.000000000000000000e+00,-3.899999999999999911e+00,-5.599999999999999645e+00,-4.400000000000000355e+00,-4.200000000000000178e+00
242,0.000000000000000000e+00,-3.100000000000000089e+00,-4.799999999999999822e+00,-5.900000000000000355e+00,-4.599999999999999645e+00
243,0.000000000000000000e+00,-2.899999999999999911e+00,-5.299999999999999822e+00,-4.200000000000000178e+00,-5.200000000000000178e+00
244,0.000000000000000000e+00,-3.399999999999999911e+00,-3.200000000000000178e+00,-4.599999999999999645e+00,-4.599999999999999645e+00
245,0.000000000000000000e+00,-3.899999999999999911e+00,-3.500000000000000000e+00,-4.700000000000000178e+00,-4.200000000000000178e+00
246,0.000000000000000000e+00,-2.899999999999999911e+00,-1.899999999999999911e+00,-3.500000000000000000e+00,-1.399999999999999911e+00
247,0.000000000000000000e+00,-3.100000000000000089e+00,-3.299999999999999822e+00,-5.999999999999999778e-01,-4.000000000000000222e-01
248,0.000000000000000000e+00,-2.200000000000000178e+00,-2.799999999999999822e+00,-1.899999999999999911e+00,0.000000000000000000e+00
249,0.000000000000000000e+00,-8.000000000000000444e-01,-3.799999999999999822e+00,-3.399999999999999911e+00,-2.399999999999999911e+00
250,0.000000000000000000e+00,-1.899999999999999911e+00,-1.800000000000000044e+00,-2.399999999999999911e+00,-9.000000000000000222e-01
251,0.000000000000000000e+00,-5.099999999999999645e+00,-3.600000000000000089e+00,-3.100000000000000089e+00,-2.899999999999999911e+00
252,0.000000000000000000e+00,-3.399999999999999911e+00,-4.400000000000000355e+00,-2.299999999999999822e+00,-2.899999999999999911e+00
253,0.000000000000000000e+00,-6.000000000000000000e+00,-8.099999999999999645e+00,-6.799999999999999822e+00,-6.900000000000000355e+00
254,0.000000000000000000e+00,-8.300000000000000711e+00,-1.000000000000000000e+01,-9.800000000000000711e+00,-7.900000000000000355e+00
255,0.000000000000000000e+00,-8.599999999999999645e+00,-7.900000000000000355e+00,-8.699999999999999289e+00,-9.300000000000000711e+00
256,0.000000000000000000e+00,-7.900000000000000355e+00,-8.199999999999999289e+00,-7.299999999999999822e+00,-7.400000000000000355e+00
257,0.000000000000000000e+00,-5.000000000000000000e+00,-5.000000000000000000e+00,-5.200000000000000178e+00,-6.700000000000000178e+00
258,0.000000000000000000e+00,-4.200000000000000178e+00,-3.700000000000000178e+00,-4.799999999999999822e+00,-4.900000000000000355e+00
259,0.000000000000000000e+00,-1.500000000000000000e+00,-2.899999999999999911e+00,-4.700000000000000178e+00,-3.000000000000000000e+00
260,0.000000000000000000e+00,-4.200000000000000178e+00,-1.699999999999999956e+00,-5.999999999999999778e-01,-1.399999999999999911e+00
261,0.000000000000000000e+00,-1.500000000000000000e+00,-9.000000000000000222e-01,-2.200000000000000178e+00,-1.800000000000000044e+00
262,0.000000000000000000e+00,-2.999999999999999889e-01,-1.000000000000000000e+00,-1.500000000000000000e+00,-1.899999999999999911e+00
263,0.000000000000000000e+00,-1.899999999999999911e+00,-4.599999999999999645e+00,-3.200000000000000178e+00,-3.299999999999999822e+00
264,0.000000000000000000e+00,-3.299999999999999822e+00,-3.200000000000000178e+00,-2.999999999999999889e-01,-1.000000000000000056e-01
265,0.000000000000000000e+00,-1.000000000000000056e-01,-1.500000000000000000e+00,-2.299999999999999822e+00,-1.300000000000000044e+00
266,0.000000000000000000e+00,-6.999999999999999556e-01,-2.899999999999999911e+00,-3.500000000000000000e+00,-1.899999999999999911e+00
267,0.000000000000000000e+00,-3.500000000000000000e+00,-4.000000000000000000e+00,-5.900000000000000355e+00,-5.500000000000000000e+00
268,0.000000000000000000e+00,-2.600000000000000089e+00,-5.700000000000000178e+00,-6.099999999999999645e+00,-3.500000000000000000e+00
269,0.000000000000000000e+00,-2.399999999999999911e+00,-4.500000000000000000e+00,-4.200000000000000178e+00,-3.000000000000000000e+00
270,0.000000000000000000e+00,-6.999999999999999556e-01,-2.600000000000000089e+00,-2.799999999999999822e+00,-2.100000000000000089e+00
271,0.000000000000000000e+00,-1.300000000000000044e+00,-3.200000000000000178e+00,-1.800000000000000044e+00,-2.700000000000000178e+00
272,0.000000000000000000e+00,-1.500000000000000000e+00,-3.799999999999999822e+00,-1.600000000000000089e+00,-1.899999999999999911e+00
273,0.000000000000000000e+00,-2.000000000000000111e-01,-2.700000000000000178e+00,-2.799999999999999822e+00,-1.699999999999999956e+00
274,0.000000000000000000e+00,-2.000000000000000000e+00,-2.999999999999999889e-01,-5.000000000000000000e-01,-9.000000000000000222e-01
275,0.000000000000000000e+00,-5.000000000000000000e-01,-1.000000000000000056e-01,-5.000000000000000000e-01,-6.999999999999999556e-01
276,0.000000000000000000e+00,-1.000000000000000056e-01,-1.100000000000000089e+00,-1.899999999999999911e+00,-1.000000000000000000e+00
277,0.000000000000000000e+00,-1.300000000000000044e+00,-1.899999999999999911e+00,-3.799999999999999822e+00,-5.900000000000000355e+00
278,0.000000000000000000e+00,-1.500000000000000000e+00,-2.600000000000000089e+00,-1.100000000000000089e+00,-1.100000000000000089e+00
279,0.000000000000000000e+00,-8.000000000000000444e-01,-2.600000000000000089e+00,-3.500000000000000000e+00,-2.000000000000000111e-01
280,0.000000000000000000e+00,-2.100000000000000089e+00,-4.000000000000000000e+00,-1.899999999999999911e+00,-5.000000000000000000e-01
281,0.000000000000000000e+00,-2.200000000000000178e+00,-1.100000000000000089e+00,-2.500000000000000000e+00,-8.000000000000000444e-01
282,0.000000000000000000e+00,-2.000000000000000111e-01,-2.399999999999999911e+00,-1.399999999999999911e+00,-1.500000000000000000e+00
283,0.000000000000000000e+00,-1.000000000000000056e-01,-3.100000000000000089e+00,-6.999999999999999556e-01,-2.500000000000000000e+00
284,0.000000000000000000e+00,-1.699999999999999956e+00,-2.000000000000000000e+00,-5.599999999999999645e+00,-3.500000000000000000e+00
285,0.000000000000000000e+00,-2.100000000000000089e+00,-3.600000000000000089e+00,-1.500000000000000000e+00,-3.500000000000000000e+00
286,0.000000000000000000e+00,-1.899999999999999911e+00,-5.299999999999999822e+00,-3.299999999999999822e+00,-4.000000000000000000e+00
287,0.000000000000000000e+00,-2.999999999999999889e-01,-5.999999999999999778e-01,-6.599999999999999645e+00,-3.899999999999999911e+00
288,0.000000000000000000e+00,-1.399999999999999911e+00,-3.100000000000000089e+00,-6.999999999999999556e-01,-1.100000000000000089e+00
289,0.000000000000000000e+00,-3.700000000000000178e+00,-9.000000000000000222e-01,-2.999999999999999889e-01,-1.000000000000000000e+00
290,0.000000000000000000e+00,-4.200000000000000178e+00,-2.600000000000000089e+00,-2.100000000000000089e+00,-2.000000000000000111e-01
291,0.000000000000000000e+00,-2.799999999999999822e+00,-2.700000000000000178e+00,-1.500000000000000000e+00,-4.000000000000000222e-01
292,0.000000000000000000e+00,-1.600000000000000089e+00,-8.000000000000000444e-01,-3.500000000000000000e+00,-1.199999999999999956e+00
293,0.000000000000000000e+00,-2.799999999999999822e+00,-3.299999999999999822e+00,-1.600000000000000089e+00,-1.300000000000000044e+00
294,0.000000000000000000e+00,-3.500000000000000000e+00,-3.799999999999999822e+00,-9.000000000000000222e-01,-1.000000000000000056e-01
295,0.000000000000000000e+00,-4.000000000000000000e+00,-3.500000000000000000e+00,-2.799999999999999822e+00,-1.600000000000000089e+00
296,0.000000000000000000e+00,-4.400000000000000355e+00,-3.000000000000000000e+00,-3.500000000000000000e+00,-1.800000000000000044e+00
297,0.000000000000000000e+00,-2.700000000000000178e+00,-2.899999999999999911e+00,-2.299999999999999822e+00,-8.000000000000000444e-01
298,0.000000000000000000e+00,-2.799999999999999822e+00,-1.000000000000000056e-01,-4.000000000000000000e+00,-2.899999999999999911e+00
299,0.000000000000000000e+00,-2.299999999999999822e+00,-3.299999999999999822e+00,-2.000000000000000000e+00,-8.000000000000000444e-01
300,0.000000000000000000e+00,-2.700000000000000178e+00,-3.299999999999999822e+00,-2.500000000000000000e+00,-8.000000000000000444e-01
301,0.000000000000000000e+00,-2.000000000000000111e-01,-2.299999999999999822e+00,-3.799999999999999822e+00,-2.899999999999999911e+00
302,0.000000000000000000e+00,-3.899999999999999911e+00,-3.399999999999999911e+00,-5.200000000000000178e+00,-3.399999999999999911e+00
303,0.000000000000000000e+00,-2.899999999999999911e+00,-3.700000000000000178e+00,-3.200000000000000178e+00,-4.000000000000000222e-01
304,0.000000000000000000e+00,-3.899999999999999911e+00,-3.200000000000000178e+00,-4.400000000000000355e+00,-1.300000000000000044e+00
305,0.000000000000000000e+00,-3.799999999999999822e+00,-4.400000000000000355e+00,-4.700000000000000178e+00,-8.000000000000000444e-01
306,0.000000000000000000e+00,-3.399999999999999911e+00,-3.299999999999999822e+00,-4.200000000000000178e+00,-1.800000000000000044e+00
307,0.000000000000000000e+00,-2.999999999999999889e-01,-2.399999999999999911e+00,-2.100000000000000089e+00,-2.700000000000000178e+00
308,0.000000000000000000e+00,-1.100000000000000089e+00,-2.299999999999999822e+00,-2.799999999999999822e+00,-4.000000000000000222e-01
309,0.000000000000000000e+00,-3.200000000000000178e+00,-3.000000000000000000e+00,-3.200000000000000178e+00,-1.399999999999999911e+00
310,0.000000000000000000e+00,-2.000000000000000000e+00,-2.500000000000000000e+00,-3.700000000000000178e+00,-1.300000000000000044e+00
311,0.000000000000000000e+00,-1.800000000000000044e+00,-3.100000000000000089e+00,-2.700000000000000178e+00,-1.699999999999999956e+00
312,0.000000000000000000e+00,-2.299999999999999822e+00,-4.500000000000000000e+00,-4.599999999999999645e+00,-3.399999999999999911e+00
313,0.000000000000000000e+00,0.000000000000000000e+00,-2.600000000000000089e+00,-2.399999999999999911e+00,-1.399999999999999911e+00
314,0.000000000000000000e+00,-2.999999999999999889e-01,-2.999999999999999889e-01,-2.200000000000000178e+00,-1.600000000000000089e+00
315,0.000000000000000000e+00,-2.399999999999999911e+00,-2.299999999999999822e+00,-1.300000000000000044e+00,-2.000000000000000000e+00
316,0.000000000000000000e+00,-2.000000000000000000e+00,-1.899999999999999911e+00,-2.299999999999999822e+00,-1.399999999999999911e+00
317,0.000000000000000000e+00,-3.200000000000000178e+00,-3.200000000000000178e+00,-2.000000000000000000e+00,-8.000000000000000444e-01
318,0.000000000000000000e+00,-1.199999999999999956e+00,-1.800000000000000044e+00,-1.300000000000000044e+00,-2.000000000000000111e-01
319,0.000000000000000000e+00,-3.299999999999999822e+00,-1.600000000000000089e+00,-4.099999999999999645e+00,-5.200000000000000178e+00
320,0.000000000000000000e+00,-2.200000000000000178e+00,-1.899999999999999911e+00,-1.300000000000000044e+00,-1.300000000000000044e+00
321,0.000000000000000000e+00,-1.399999999999999911e+00,-2.000000000000000000e+00,-2.500000000000000000e+00,-2.100000000000000089e+00
322,0.000000000000000000e+00,-1.699999999999999956e+00,-1.000000000000000000e+00,-2.600000000000000089e+00,-1.100000000000000089e+00
323,0.000000000000000000e+00,-1.899999999999999911e+00,-1.100000000000000089e+00,-2.100000000000000089e+00,-1.199999999999999956e+00
324,0.000000000000000000e+00,-5.000000000000000000e-01,-1.399999999999999911e+00,-8.000000000000000444e-01,-1.100000000000000089e+00
325,0.000000000000000000e+00,-2.100000000000000089e+00,-1.000000000000000000e+00,-2.999999999999999889e-01,-6.999999999999999556e-01
326,0.000000000000000000e+00,-1.300000000000000044e+00,-1.000000000000000000e+00,-2.399999999999999911e+00,-1.199999999999999956e+00
327,0.000000000000000000e+00,-2.700000000000000178e+00,-3.200000000000000178e+00,-2.600000000000000089e+00,-2.899999999999999911e+00
328,0.000000000000000000e+00,-2.100000000000000089e+00,-1.600000000000000089e+00,-9.000000000000000222e-01,-2.000000000000000000e+00
329,0.000000000000000000e+00,-6.999999999999999556e-01,-2.000000000000000000e+00,-1.899999999999999911e+00,-6.999999999999999556e-01
330,0.000000000000000000e+00,-8.000000000000000444e-01,-3.000000000000000000e+00,-1.899999999999999911e+00,-5.999999999999999778e-01
331,0.000000000000000000e+00,-4.000000000000000222e-01,-1.300000000000000044e+00,-9.000000000000000222e-01,-1.800000000000000044e+00
332,0.000000000000000000e+00,-2.100000000000000089e+00,-2.399999999999999911e+00,-1.500000000000000000e+00,-6.999999999999999556e-01
333,0.000000000000000000e+00,-2.200000000000000178e+00,-4.400000000000000355e+00,-3.799999999999999822e+00,-5.000000000000000000e+00
334,0.000000000000000000e+00,-3.000000000000000000e+00,-2.100000000000000089e+00,-3.200000000000000178e+00,-4.900000000000000355e+00
335,0.000000000000000000e+00,-2.100000000000000089e+00,-2.799999999999999822e+00,-2.200000000000000178e+00,-3.200000000000000178e+00
336,0.000000000000000000e+00,-3.500000000000000000e+00,-4.599999999999999645e+00,-3.299999999999999822e+00,-4.900000000000000355e+00
337,0.000000000000000000e+00,-3.200000000000000178e+00,-5.000000000000000000e+00,-3.000000000000000000e+00,-4.700000000000000178e+00
338,0.000000000000000000e+00,-2.000000000000000000e+00,-4.400000000000000355e+00,-4.400000000000000355e+00,-4.299999999999999822e+00
339,0.000000000000000000e+00,-2.899999999999999911e+00,-5.700000000000000178e+00,-3.299999999999999822e+00,-3.000000000000000000e+00
340,0.000000000000000000e+00,-5.000000000000000000e-01,-2.500000000000000000e+00,-3.200000000000000178e+00,-1.399999999999999911e+00
341,0.000000000000000000e+00,-1.000000000000000000e+00,-3.700000000000000178e+00,-2.999999999999999889e-01,-2.200000000000000178e+00
342,0.000000000000000000e+00,0.000000000000000000e+00,-1.600000000000000089e+00,-1.000000000000000000e+00,-4.000000000000000222e-01
343,0.000000000000000000e+00,-2.999999999999999889e-01,-2.000000000000000000e+00,-1.300000000000000044e+00,-1.399999999999999911e+00
344,0.000000000000000000e+00,-3.500000000000000000e+00,-3.399999999999999911e+00,-2.600000000000000089e+00,-3.600000000000000089e+00
345,0.000000000000000000e+00,-4.200000000000000178e+00,-2.500000000000000000e+00,-2.399999999999999911e+00,-3.600000000000000089e+00
346,0.000000000000000000e+00,-5.200000000000000178e+00,-6.400000000000000355e+00,-6.099999999999999645e+00,-4.599999999999999645e+00
347,0.000000000000000000e+00,-8.099999999999999645e+00,-8.900000000000000355e+00,-9.099999999999999645e+00,-8.800000000000000711e+00
348,0.000000000000000000e+00,-6.500000000000000000e+00,-7.299999999999999822e+00,-5.000000000000000000e+00,-5.200000000000000178e+00
349,0.000000000000000000e+00,-9.800000000000000711e+00,-9.300000000000000711e+00,-7.200000000000000178e+00,-8.300000000000000711e+00
350,0.000000000000000000e+00,-7.799999999999999822e+00,-7.200000000000000178e+00,-6.299999999999999822e+00,-6.099999999999999645e+00
351,0.000000000000000000e+00,-3.100000000000000089e+00,-4.400000000000000355e+00,-3.000000000000000000e+00,-4.200000000000000178e+00
352,0.000000000000000000e+00,-3.899999999999999911e+00,-4.099999999999999645e+00,-2.500000000000000000e+00,-4.000000000000000000e+00
353,0.000000000000000000e+00,-4.299999999999999822e+00,-2.100000000000000089e+00,-3.100000000000000089e+00,-2.700000000000000178e+00
